NCESSCH,USER_ID,cohort,cohort2,ZPR_1,FIDELmid,EFFmeanMID,EFFmeanFINAL,CoTeachStrat,FidelMax,female,REG_AgeRange,REG_Exper,REG_GPA,pctLunch,Enrollment
422304006608,408,Semester 4,1,-.78210200502996,3.90909090909091,2.91666666666667,3.5,5,4.08333333333333,1,2,1,3.9,.375370919881306,674
422304006608,511,Semester 5,1, ,-9, ,3.91666666666667,0,4.25,1,1,1,3.6,.375370919881306,674
422304006608,499,Semester 5,1,.755306048710496,5,3.58333333333333,3.75,2,4,1,2,2,3.9,.375370919881306,674
422304006608,505,Semester 5,1, ,3,3.33333333333333, ,1, ,1,1,1,3.8,.375370919881306,674
422304000052,Jor,Semester 1 Control,0, ,-9,3.16666666666667, ,0, ,1,2,2,4,.361376673040153,523
422304000052,Phi,Semester 3 Control,0, ,-9, , ,0,4.66666666666667, ,-88,-88,-88,.361376673040153,523
422304000052,503,Semester 5,1, ,4.18181818181818,2.91666666666667, ,3, ,0,2,2,3.9,.361376673040153,523
422280001801,383,Semester 3,1, ,-9, , ,0, ,1,2,1,3.9,.730418943533698,549
422280001801,440,Semester 4,1,-.658182995855608,4.54545454545455,3.08333333333333,3.16666666666667,3,4.66666666666667,0,5,1,3.6,.730418943533698,549
422280001801,576,Semester 5,1,-.974278011747517,4.45454545454545,2.83333333333333,3.33333333333333,2,4.41666666666667,0,3,1,3.9,.730418943533698,549
422280001801,562,Semester 5,1,-.4845609930151,3.72727272727273,3.08333333333333,3.41666666666667,0,4.41666666666667,1,4,1,3.8,.730418943533698,549
422280001799,267,Semester 2,1,1.4806045748706,4.63636363636364,3.91666666666667,3.66666666666667,3,4.41666666666667,0,1,2,3.85,.83459595959596,792
422280001799,381,Semester 3,1, ,-9, , ,0, ,1,1,4,3.4,.83459595959596,792
422280001799,380,Semester 3,1, ,-9, , ,0, ,0,2,1,3.25,.83459595959596,792
422280001799,333,Semester 3,1,.476319040572684,4.18181818181818,3.5,3.75,4,4.41666666666667,1,2,1,3.8,.83459595959596,792
422280001799,382,Semester 3,1, ,4,3.33333333333333, ,4, ,1,1,2,3.7,.83459595959596,792
422280001799,584,Semester 5,1,-.571371994435354,4.45454545454545,3.08333333333333,3,4,4.83333333333333,1,2,4,3.7,.83459595959596,792
422280001799,583,Semester 5,1,.408062043029479,4.90909090909091,3.58333333333333,3.91666666666667,6,4.91666666666667,1,2,3,3.5,.83459595959596,792
422259004623,Ali,Semester 1 Control,0, ,-9,2.41666666666667, ,0, ,1,1,1,3.7,.226775956284153,1098
422205006853,407,Semester 4,1,-.676736999732657,4.09090909090909,3,3.41666666666667,4,4.58333333333333,1,1,1,3.8,.201320132013201,303
422205006328,317,Semester 3,1,-1.30296801355149,4.18181818181818,2.91666666666667,3.33333333333333,2,4.66666666666667,1,2,1,3.3,.12443095599393,659
422205006328,416,Semester 4,1, ,4.72727272727273,3.16666666666667, ,3, ,1,1,1,3.98,.12443095599393,659
422205001730,571,Semester 5,1,.947482055428052,4.90909090909091,3.66666666666667,4,3,4.91666666666667,0,2,3,3.9,.199706314243759,681
422205000455,Eli,Semester 1 Control,0, ,-9,2.5, ,0, ,1,1,2,3.7,.165668662674651,501
422205000455,Meg,Semester 1 Control,0, ,-9, , ,0, , ,-88,-88,-88,.165668662674651,501
422205000455,334,Semester 3,1,1.62937508087803,4.45454545454545,4,4,2,4.41666666666667,1,1,2,3.8,.165668662674651,501
422205000455,406,Semester 4,1,-.20557398487729,4,3.16666666666667,3.58333333333333,3,4.08333333333333,1,1,1,3.9,.165668662674651,501
422157006120,379,Semester 3,1,.0410722298784155,5,3.41666666666667,4,5,4.16666666666667,1,2,3,3.52,.426326129666012,509
422010007500,385,Semester 3,1,1.22646906356586,5,3.75,3.75,6,5,1,2,1,4,59.864,80
422010007500,378,Semester 3,1, ,-9, , ,0, ,1,2,1,3.87,59.864,80
422010007500,574,Semester 5,1,.948673859021051,4.90909090909091,3.75,3.66666666666667,5,4.83333333333333,1,2,3,3.68,59.864,80
422010007500,567,Semester 5,1,.215886036311922,4.63636363636364,3.5,3.91666666666667,4,4.83333333333333,1,2,3,3.5,59.864,80
422010004598,211,Semester 2,1, ,-9, , ,0, , ,-88,-88,-88,.246566791510612,1602
422010004597,209,Semester 2,1,.827138457032695,4.81818181818182,3.75,3.91666666666667,1,5,1,2,1,3.54,.310043668122271,916
422010004597,443,Semester 4,1, ,4.90909090909091,3.41666666666667, ,1, ,1,3,3,3.9,.310043668122271,916
422010004597,582,Semester 5,1,-1.87949603370416,4.81818181818182,2.66666666666667,3.58333333333333,1,4.66666666666667,1,2,1,3.3,.310043668122271,916
421914003909,Let,Semester 1 Control,0, ,-9, ,4,0, , ,-88,-88,-88,.404354587869362,643
421899006825,195,Semester 2,1,.0734130232605221,4.54545454545455,3.25,3.25,2,3.83333333333333,0,2,1,4,.611650485436893,206
421899005041, 69,Semester 1,1,.476319040572684,-9,3.5,4,0,4,1,1,1,3.8,.461538461538462,520
421899005041, 68,Semester 1,1,-1.70587403086365,-9,2.66666666666667,3.08333333333333,0,3.6,1,2,1,3.5,.461538461538462,520
421899005041,194,Semester 2,1,.705603055044339,4.63636363636364,3.75,3.5,5,5,1,2,1,3.4,.461538461538462,520
421899005041,289,Semester 3,1,.84211705013075,4.81818181818182,3.58333333333333,3.75,4,5,1,2,1,4,.461538461538462,520
421899005041,290,Semester 3,1, ,-9, ,3.5,0,5,0,1,1,3.2,.461538461538462,520
421899005041,291,Semester 3,1,.284143033855127,4,3.41666666666667,3.91666666666667,7,5,1,2,3,3.8,.461538461538462,520
421899005041,287,Semester 3,1,-1.47659001639199,2.90909090909091,2.91666666666667,1,2,4.41666666666667,1,2,2,3.1,.461538461538462,520
421899005041,288,Semester 3,1,.999568656280205,4.90909090909091,3.66666666666667,4,3,5,1,2,1,3.96,.461538461538462,520
421899005041,393,Semester 4,1, ,4.09090909090909,3.66666666666667, ,4, ,1,2,3,4,.461538461538462,520
421899005041,394,Semester 4,1,-1.06108901316777,4.63636363636364,2.83333333333333,4,7,5,1,1,2,3.8,.461538461538462,520
421899005041,Col,Semester 4 Control,0, ,4.63636363636364,3.5, ,0, ,1,4,1,3.8,.461538461538462,520
421899005041,466,Semester 5,1, ,4,3.5, ,4, , ,-88,-88,-88,.461538461538462,520
421899005041,468,Semester 5,1, ,5,3.75, ,4, ,1,2,2,3.2,.461538461538462,520
421899005041,469,Semester 5,1, ,4.63636363636364,3.41666666666667, ,2, ,1,1,2,3.3,.461538461538462,520
421899005041,467,Semester 5,1, ,-9, ,3.75,0,4.91666666666667, ,-88,-88,-88,.461538461538462,520
421899004961,Ale,Semester 2 Control,0, ,-9,3.75, ,0, ,1,3,3,3.5,.654456654456654,819
421899004727,Aly,Semester 1 Control,0, ,-9, , ,0, ,1,2,1,3.5,50.869,1028
421899004727,Jen,Semester 2 Control,0, ,5,3.75, ,0, ,1,1,1,3.8,50.869,1028
421899004727,Sar,Semester 3 Control,0,-.763548001152911,4.54545454545455,3,4,0,4.33333333333333,1,1,1,3.7,50.869,1028
421899004727,Jil,Semester 5 Control,0,-.397749991594846,5,3.08333333333333,3.91666666666667,0,5,1,2,3,3.9,50.869,1028
421899004727,Lau,Semester 5 Control,0,.494873044449734,5,3.58333333333333,3.91666666666667,0,4.08333333333333,1,2,1,3.6,50.869,1028
421899004726,Bri,Semester 4 Control,0, ,4.45454545454545,3.75, ,0, ,1,2,1,3,.260196905766526,711
421899003803,464,Semester 5,1,1.54256407945777,5,4,4,4,5,1,1,1,3.7,.530577088716624,1161
421899003803,465,Semester 5,1, ,-9, , ,0, ,1,1,1,3.1,.530577088716624,1161
421899003774,Chr,Semester 4 Control,0, ,5,3.75, ,0, ,1,3,1,4,.892400300978179,1329
421899003773,Eri,Semester 4 Control,0,1.22646906356586,4.90909090909091,3.75,3.66666666666667,0,4.91666666666667,1,2,3,4,.867269984917044,1326
421899003770,Jua,Semester 1 Control,0,.476319040572684,-9,3.5,3.5,0, ,0,2,1,3.8,.826989619377163,1156
421899003769, 70,Semester 1,1,-1.42688702272584,-9,2.75,3.5,0,4,1,1,2,3.6,.65666372462489,1133
421899003769, 73,Semester 1,1,.84211705013075,-9,3.58333333333333,4,0,4,1,1,1,4,.65666372462489,1133
421899003769,Chr,Semester 2,1,-.93717000399342,5,3,4,5,5,0,2,1,3.5,.65666372462489,1133
421899003769,196,Semester 2,1,.0734130232605221,4.90909090909091,3.25,4,4,5,1,5,1,4,.65666372462489,1133
421899003769,294,Semester 3,1,1.80299708371853,5,4,3.83333333333333,2,4.5,1,3,1,4,.65666372462489,1133
421899003769,324,Semester 3,1,.467637940430659,3.45454545454545,3.5,3.66666666666667,3,4.66666666666667,1,1,1,3.79,.65666372462489,1133
421899003769,392,Semester 4,1,.389508039152431,4.63636363636364,3.5,4,4,5,1,2,1,3.7,.65666372462489,1133
421899003769,396,Semester 4,1, ,-9, ,3.75,0,4.91666666666667,0,2,1,3,.65666372462489,1133
421899003769,Val,Semester 4 Control,0, ,4.18181818181818,3.33333333333333, ,0, ,1,-88,1,3.7,.65666372462489,1133
421899003769,474,Semester 5,1,.649941043413193,3.90909090909091,3.5,3.83333333333333,3,5,1,1,3,4,.65666372462489,1133
421899003769,473,Semester 5,1,.0734130232605221,4.09090909090909,3.25,4,3,5,1,2,1,4,.65666372462489,1133
421899003769,475,Semester 5,1, ,3.18181818181818,3.16666666666667, ,0, ,1,2,3,3.6,.65666372462489,1133
421899003765,Kel,Semester 3 Control,0,.284143033855127,4.72727272727273,3.41666666666667,3.83333333333333,0,5,1,1,1,3.8,.58296943231441,458
421899003760,Ash,Semester 1 Control,0, ,-9,3.66666666666667, ,0, ,1,2,2,3.3,.544897959183673,490
421899003760,Chr,Semester 1 Control,0, ,-9, ,4,0, , ,-88,-88,-88,.544897959183673,490
421899003760,Rac,Semester 1 Control,0, ,-9,3.25, ,0, ,1,2,1,4,.544897959183673,490
421899003760,472,Semester 5,1, ,5,4, ,2, ,1,2,2,3.5,.544897959183673,490
421899003760,470,Semester 5,1,.581684045869988,4.63636363636364,3.58333333333333,3.5,3,4.75,1,1,1,3.7,.544897959183673,490
421899003760,560,Semester 5,1, ,-9, ,3.41666666666667,0,4.58333333333333,1,2,1,3.7,.544897959183673,490
421899003760,471,Semester 5,1,-.4845609930151,4.81818181818182,3.08333333333333,3.75,4,4.91666666666667,1,2,1,3.8,.544897959183673,490
421899003744, 72,Semester 1,1,-1.05002430583975,-9,3,3.75,0,3.6,1,1,1,3.37,1.15198863636364,704
421899003744, 71,Semester 1,1,1.35038807274022,-9,3.91666666666667,4,0,4,1,1,2,3.7,1.15198863636364,704
421899003744, 75,Semester 1,1,-1.17904900437713,-9,3.08333333333333,3.66666666666667,0,4,1,2,2,3,1.15198863636364,704
421899003744,Ang,Semester 2,1, ,-9, , ,0, , ,-88,-88,-88,1.15198863636364,704
421899003744,198,Semester 2,1,.947482055428052,4.45454545454545,3.66666666666667,3.83333333333333,0,4.33333333333333,0,2,2,3.9,1.15198863636364,704
421899003744,285,Semester 3,1,1.35038807274022,3.09090909090909,3.91666666666667,4,2,4.33333333333333,1,2,1,3.7,1.15198863636364,704
421899003744,286,Semester 3,1, ,4.27272727272727,2.58333333333333, ,3, ,1,1,2,3.4,1.15198863636364,704
421899003744,284,Semester 3,1,1.52401007558072,5,3.91666666666667,4,4,5,1,4,4,3.9,1.15198863636364,704
421899003744,395,Semester 4,1,-.118762983457035,4.72727272727273,3.16666666666667,3.75,4,5,1,4,1,4,1.15198863636364,704
421899003744,Dex,Semester 4 Control,0,1.36894207661726,2.72727272727273,4,4,0,4.58333333333333,0,5,3,3.5,1.15198863636364,704
421884004853,Jes,Semester 2 Control,0, ,-9, ,3.25,0, , ,-88,-88,-88,.0496323529411765,544
421884004853,Cou,Semester 4 Control,0, ,4.72727272727273,3.33333333333333, ,0, ,1,2,3,3.9,.0496323529411765,544
421884004682,Lor,Semester 3 Control,0, ,-9, , ,0, , ,-88,-88,-88,.14461247637051,3174
421884004682,Ste,Semester 4 Control,0, ,5,3.66666666666667, ,0, ,1,2,1,3.8,.14461247637051,3174
421884001106,Dev,Semester 5 Control,0,-.310938990174592,5,3.08333333333333,3.83333333333333,0,4.41666666666667,1,2,1,4,20.588,418
421839002761,Ale,Semester 1 Control,0, ,-9, ,4,0, , ,-88,-88,-88,.217910447761194,335
421776006346, 22,Semester 1,1,-1.21615701213123,-9,2.91666666666667,3.33333333333333,0,3.2,1,1,1,3.4,.17671809256662,713
421776006346,Kat,Semester 1 Control,0, ,-9, ,3.75,0, , ,-88,-88,-88,.17671809256662,713
421776006346,412,Semester 4,1,-.310938990174592,4.18181818181818,3.08333333333333,3.25,2,4.25,1,1,1,4,.17671809256662,713
421776006346,413,Semester 4,1, ,4.54545454545455,3.08333333333333, ,2, ,0,2,1,3.2,.17671809256662,713
421776006346,507,Semester 5,1, ,3.54545454545455,3.25, ,2, ,0,1,2,3.6,.17671809256662,713
421776006346,501,Semester 5,1, ,-9, , ,0, , ,-88,-88,-88,.17671809256662,713
421776006346,490,Semester 5,1,-.323533976086652,3.54545454545455,3.41666666666667,3.66666666666667,1,4.91666666666667,1,2,1,3.1,.17671809256662,713
421776006345, 20,Semester 1,1,-2.05311803654466,-9,2.66666666666667,3.25,0,3.2,0,2,1,3.1,.133738601823708,987
421776006345, 32,Semester 1,1, ,-9,3.5, ,0, ,1,1,1,3.3,.133738601823708,987
421776006345, 23,Semester 1,1, ,-9,3, ,0, ,1,5,1,3.6,.133738601823708,987
421776006345, 21,Semester 1,1,-.466006989138052,-9,3.16666666666667,3.33333333333333,0,3.6,1,1,1,3.6,.133738601823708,987
421776006345,233,Semester 2,1,-2.31951005877042,2.36363636363636,2.25,2.58333333333333,1,2.91666666666667,1,1,1,3.9,.133738601823708,987
421776006345,234,Semester 2,1,-2.47457805773388,4.18181818181818,2.33333333333333,3.5,3,4.83333333333333,1,1,1,3.5,.133738601823708,987
421776006345,235,Semester 2,1,-.658182995855608,4.18181818181818,3.08333333333333,3,2,5,0,2,1,3.6,.133738601823708,987
421776006345,330,Semester 3,1,.178778028557825,4.63636363636364,3.33333333333333,3.33333333333333,5,4.83333333333333,1,2,1,3.9,.133738601823708,987
421776004580,515,Semester 5,1, ,-9, , ,0, ,1,2,1,3.5,.232558139534884,215
421776000459,Han,Semester 1 Control,0, ,-9, , ,0, , ,-88,-88,-88,.136,500
421776000459,Kel,Semester 1 Control,0, ,-9, , ,0, ,1,1,1,3.8,.136,500
421776000459,237,Semester 2,1,-.754866901010886,4.54545454545455,3,3.16666666666667,1,3.83333333333333,1,1,1,3.71,.136,500
421776000459,236,Semester 2,1,.110521031014619,3.90909090909091,3.41666666666667,3.5,2,4.66666666666667,1,1,1,3.6,.136,500
421776000459,238,Semester 2,1,-1.12934601071098,3.72727272727273,2.91666666666667,3.08333333333333,2,3.91666666666667,1,2,2,3.5,.136,500
421776000459,405,Semester 4,1,-.18701998100024,4.18181818181818,3.25,3.41666666666667,4,5,0,1,2,3.7,.136,500
421776000459,504,Semester 5,1,-.0816549757029373,4.45454545454545,3.33333333333333,3.33333333333333,2,4.25,1,1,1,3.6,.136,500
421776000459,498,Semester 5,1,.581684045869988,3.81818181818182,3.58333333333333,3.58333333333333,3,3,1,1,1,3.7,.136,500
421689006078,581,Semester 5,1,-.379195987717798,4.36363636363636,3.16666666666667,4,2,4.5,1,1,2,3.7,.43921568627451,255
421689005260,Sar,Semester 1 Control,0,1.62937508087803,-9,4,4,0, ,1,1,2,3.8,.539499036608863,519
421689005260,376,Semester 3,1,.178778028557825,4.72727272727273,3.33333333333333,3.91666666666667,5,5,1,2,1,3.9,.539499036608863,519
421689003413,377,Semester 3,1,-.18701998100024,5,3.25,3.75,2,4.91666666666667,1,2,2,3.7,.370860927152318,302
421590007344,Che,Semester 4 Control,0, ,4.72727272727273,3.41666666666667, ,0, ,1,2,1,3.4,.687719298245614,285
421536001794,Mel,Semester 1 Control,0,-2.64820006057438,-9,2.33333333333333,3.66666666666667,0, ,1,3,2,3.3,.270491803278689,244
421536001793,Mel,Semester 1 Control,0,.84211705013075,-9,3.58333333333333,3.75,0, ,1,2,1,4,.464190981432361,377
421524001788,Mer,Semester 1 Control,0,1.0714010646024,-9,3.83333333333333,3.83333333333333,0, ,1,1,1,3.6,.331828442437923,443
421524001785, 81,Semester 1,1,.581684045869988,-9,3.58333333333333,3.75,0,4,0,2,1,3.7,.429090909090909,550
421524001785,214,Semester 2,1,-.379195987717798,5,3.16666666666667,3.5,2,5,0,3,3,3.7,.429090909090909,550
421524000703, 82,Semester 1,1, ,-9, , ,0, ,1,2,1,3.7,.532150776053215,451
421524000703, 91,Semester 1,1,1.04416596058333,-9,3.75,3.58333333333333,0,4,1,2,1,3.79,.532150776053215,451
421524000703,374,Semester 3,1,.415551339578507,5,3.5,3,4,3.91666666666667,1,2,1,3.73,.532150776053215,451
421524000703,375,Semester 3,1,.548151448894883,5,3.66666666666667,4,5,4.33333333333333,1,2,1,3.44,.532150776053215,451
421524000703,570,Semester 5,1,.513427048326781,4.27272727272727,3.66666666666667,4,6,4.83333333333333,1,2,2,3.4,.532150776053215,451
421524000703,587,Semester 5,1, ,4.90909090909091,3.08333333333333, ,3, ,1,1,1,3.8,.532150776053215,451
421524000703,577,Semester 5,1,1.72486718244031,5,4,4,7,4.83333333333333,1,2,4,3.91,.532150776053215,451
421521007441,Jes,Semester 3 Control,0,.773860052587544,5,3.66666666666667,3.66666666666667,0,5,1,4,2,3.7,.521052631578947,380
421503006867,232,Semester 2,1,.0919670271375708,4.63636363636364,3.33333333333333,3.83333333333333,4,4.58333333333333,1,1,2,3.8,.32463768115942,345
421503006867,231,Semester 2,1,-.806953501863039,4.54545454545455,3,3.41666666666667,3,4.5,1,1,1,3.65,.32463768115942,345
421503006867,493,Semester 5,1,.705603055044339,5,3.75,3.75,2,5,1,1,1,3.4,.32463768115942,345
421503006867,509,Semester 5,1,1.05284706072536,5,3.75,4,5,5,1,1,2,3.8,.32463768115942,345
421503005098,Joh,Semester 3 Control,0, ,4.90909090909091,2.33333333333333, ,0, ,0,1,2,3.6,.243798118049615,1169
421503005021,332,Semester 3,1,-.831804998696117,4.27272727272727,3.08333333333333,3.41666666666667,6,4.5,1,1,2,3.4,.323144104803493,229
421503005021,331,Semester 3,1,-1.35863002518263,3.90909090909091,2.66666666666667,3.41666666666667,4,4.25,1,2,1,3.9,.323144104803493,229
421503005021,494,Semester 5,1,-.831804998696117,4.27272727272727,3.08333333333333,2,2,2.66666666666667,1,2,1,3.4,.323144104803493,229
421503001715,Kar,Semester 1 Control,0, ,-9, , ,0, , ,-88,-88,-88,.292096219931271,873
421503001715,Von,Semester 1 Control,0, ,-9, ,4,0, , ,-88,-88,-88,.292096219931271,873
421503001711,Ann,Semester 1 Control,0, ,-9,3.08333333333333, ,0, ,1,4,3,4,.226495726495726,234
421503001711,404,Semester 4,1,.563130041992939,3.90909090909091,3.5,3.75,3,4.58333333333333,1,1,1,3.9,.226495726495726,234
421503001711,403,Semester 4,1,-.011014370973737,4.63636363636364,3.41666666666667,3.66666666666667,2,4.58333333333333,1,1,1,3.46,.226495726495726,234
421503001711,Lau,Semester 2 Control,0, ,-9, ,3.75,0, , ,-88,-88,-88,.226495726495726,234
421503000862,Joe,Semester 1 Control,0,-2.12733405205286,-9,2.33333333333333,3.5,0, ,1,2,1,3.9,.412935323383085,402
421503000862,516,Semester 5,1,-.397749991594846,2.54545454545455,3.08333333333333,3.66666666666667,2,2.83333333333333,1,2,1,3.9,.412935323383085,402
421458000097,Cou,Semester 1 Control,0, ,-9,4, ,0, ,1,1,1,3.2,.136363636363636,418
421455002618,set,Semester 3 Control,0,.773860052587544,3.81818181818182,3.66666666666667,3.41666666666667,0,1.33333333333333,0,4,1,3.7,.248087431693989,915
421410001797, 90,Semester 1,1,1.35038807274022,-9,3.91666666666667,3.91666666666667,0,4,1,1,2,3.7,.0849315068493151,365
421410001797, 76,Semester 1,1,1.17676606989971,-9,3.91666666666667,4,0,4,1,2,1,3.5,.0849315068493151,365
421410001797,578,Semester 5,1, ,-9, ,3.66666666666667,0,4.66666666666667,1,2,3,4,.0849315068493151,365
421410001797,580,Semester 5,1,1.78563488343448,4.90909090909091,4,4,4,4.25,1,4,4,3.98,.0849315068493151,365
421410001776,Tan,Semester 1 Control,0, ,-9, , ,0, , ,-88,-88,-88,.125964010282776,1167
421410001776,Whi,Semester 2 Control,0, ,-9, ,3.66666666666667,0, , ,-88,-88,-88,.125964010282776,1167
421410001776,Chr,Semester 3 Control,0,-.149911973246144,3.09090909090909,3.41666666666667,2.83333333333333,0,4.08333333333333,0,4,1,3.3,.125964010282776,1167
421410001776,441,Semester 4,1,.399380942887454,5,3.58333333333333,4,5,4.58333333333333,1,2,2,3.49,.125964010282776,1167
421410001776,513,Semester 5,1,.353591834991331,4.81818181818182,3.41666666666667,3.75,3,4.91666666666667,1,2,3,3.88,.125964010282776,1167
421410001776,506,Semester 5,1,-.850359002573166,4.36363636363636,3,3,2,4,1,2,1,3.6,.125964010282776,1167
421410001776,566,Semester 5,1,-1.16645401846507,5,2.75,3.75,1,5,1,2,2,3.9,.125964010282776,1167
421410001752, 92,Semester 1,1,.389508039152431,-9,3.5,3.75,0,3.8,1,1,1,3.7,.234741784037559,426
421410001752,372,Semester 3,1,-.428898981383954,4.81818181818182,3.33333333333333,3.66666666666667,0,5,1,2,1,3.2,.234741784037559,426
421410001752,369,Semester 3,1,1.61082107700098,5,3.91666666666667,4,4,5,1,2,3,4,.234741784037559,426
421410001752,370,Semester 3,1,.0422640334714135,4.81818181818182,3.5,3.75,4,4.91666666666667,1,1,2,3.3,.234741784037559,426
421410001752,569,Semester 5,1,-.0891442722519657,4.63636363636364,3.41666666666667,3.75,3,4.91666666666667,1,2,1,3.37,.234741784037559,426
421410001752,565,Semester 5,1, ,-9, ,3.5,0,4.91666666666667,1,2,1,3.9,.234741784037559,426
421410000122, 77,Semester 1,1, ,-9, ,3.33333333333333,0,3,1,2,1,3.59,.188925081433225,921
421410000122, 89,Semester 1,1,.457765036695636,-9,3.41666666666667,3.66666666666667,0,4,1,4,1,4,.188925081433225,921
421410000122,213,Semester 2,1,.513427048326781,5,3.66666666666667,3.66666666666667,1,4.75,0,2,3,3.4,.188925081433225,921
421410000122,371,Semester 3,1,.389508039152431,5,3.5,3.66666666666667,4,4.75,1,2,1,3.7,.188925081433225,921
421410000122,373,Semester 3,1,.600238049747036,4.81818181818182,3.66666666666667,3.5,4,5,1,2,2,3.5,.188925081433225,921
421410000122,442,Semester 4,1,-.516901786397207,4.36363636363636,3.25,3.91666666666667,3,4.58333333333333,1,2,1,3.32,.188925081433225,921
421410000122,And,Semester 5,1,-.230425481710368,4.09090909090909,3.25,3.33333333333333,2,4,1,2,2,3.65,.188925081433225,921
421410000122,575,Semester 5,1, ,3.72727272727273,2.33333333333333, ,2, ,1,4,1,3.81,.188925081433225,921
421410000122,586,Semester 5,1,.860671054007798,5,3.66666666666667,4,2,5,1,2,1,3.8,.188925081433225,921
421158007501,402,Semester 4,1,-1.44544102660289,4.81818181818182,2.66666666666667,3.25,2,4.83333333333333,1,1,1,3.8,99.613,743
421158007488,400,Semester 4,1,-1.21615701213123,4.36363636363636,2.91666666666667,3.5,4,5,1,2,3,3.4,99.259,386
421158007488,401,Semester 4,1,-.379195987717798,4.45454545454545,3.16666666666667,3.91666666666667,5,5,1,1,2,3.7,99.259,386
421158007488,492,Semester 5,1,-1.06108901316777,4.18181818181818,2.83333333333333,3.25,3,4.08333333333333,1,1,1,3.8,99.259,386
421158007488,487,Semester 5,1, ,1.63636363636364,3.16666666666667, ,2, ,1,1,2,3.65,99.259,386
421158007488,Dan,Semester 1 Control,0, ,-9, , ,0, , ,-88,-88,-88,99.259,386
421158007488,263,Semester 2,1,-.955724007870469,3.45454545454545,2.91666666666667,2.91666666666667,0,4.16666666666667,1,1,1,3.7,99.259,386
421158007488,228,Semester 2,1,-.763548001152911,4,3,2.83333333333333,3,3.5,1,2,1,3.7,99.259,386
421158007488,230,Semester 2,1,.302697037732176,4.63636363636364,3.5,3.58333333333333,5,4.75,1,1,2,3.6,99.259,386
421158007488,227,Semester 2,1,-1.829793040038,3.63636363636364,2.5,2.75,4,4.75,1,1,1,3.8,99.259,386
421158007488,321,Semester 3,1,-.273830982420495,4,3.25,2.41666666666667,7,3.33333333333333,1,1,1,3.6,99.259,386
421158007488,322,Semester 3,1,-.397749991594846,3.72727272727273,3.08333333333333,3.58333333333333,1,4.41666666666667,1,2,1,3.9,99.259,386
421158007488,320,Semester 3,1,.528405641424837,4.54545454545455,3.5,3.33333333333333,4,4.41666666666667,1,1,1,3.86,99.259,386
421158007488,323,Semester 3,1,-.196892884735264,4,3.16666666666667,3.33333333333333,3,4.41666666666667,1,2,1,3.91,99.259,386
421158007488,283,Semester 3,1,.215886036311922,4.09090909090909,3.5,3.66666666666667,3,3.66666666666667,1,1,4,3.5,99.259,386
421158007485,Mic,Semester 1 Control,0, ,-9,3.58333333333333, ,0, ,1,1,1,3.2,.756427604871448,739
421158006333,Ash,Semester 1 Control,0, ,-9,3.41666666666667, ,0, ,1,2,2,3.4,.664048865619546,1146
421158001765, 30,Semester 1,1,1.63805618102005,-9,4,4,0,2.6,1,1,1,3.81, ,386
421158001765, 29,Semester 1,1,.302697037732176,-9,3.5,3.5,0,2.8,1,2,1,3.6, ,386
421158000981, 31,Semester 1,1,-.466006989138052,-9,3.16666666666667,3.41666666666667,0,3.2,0,1,1,3.6,.595121951219512,205
421158000967, 78,Semester 1,1, ,-9, , ,0, , ,-88,-88,-88,.603260869565217,368
