AUN,SchoolNumber,aun2,LEAName,SchoolName,ReadingPctProf1314,EconDisadv,DataElement.1,DataElement.2,DataElement.3,DataElement.4,DataElement.5,DataElement.6,DataElement.7,DataElement.8,Attendance1314,GradRate1314,Academic1314,Grade3Read1314,MathPctProf1314,Reading1314,SciBio1314,NumBlack,DropRate,PctELL,NumFemale,SURVYEAR,NCESSCH,STID,SEASCH,FIPST,LEAID,SCHNO,LEANM,SCHNAM,PHONE,MSTREE,MCITY,MSTATE,MZIP,MZIP4,LSTREE,LCITY,LSTATE,LZIP,LZIP4,TYPE,STATUS,UNION,ULOCAL,LATCOD,LONCOD,CONUM,CONAME,CDCODE,BIES,RECONSTY,RECONSTF,SMEMPUP,ISMEMPUP,SFTEPUP,ISFTEPUP,SFLE,ISFLE,SPFEMALE,ISPFEMALE,SPWHITE,ISPWHITE,SPELM,ISPELM,FTE,GSLO,GSHI,PKOFFRD,KGOFFRD,G01OFFRD,G02OFFRD,G03OFFRD,G04OFFRD,G05OFFRD,G06OFFRD,G07OFFRD,G08OFFRD,G09OFFRD,G10OFFRD,G11OFFRD,G12OFFRD,UGOFFRD,LEVEL,TITLEISTAT,TITLEI,STITLI,MAGNET,CHARTR,SHARED,FRELCH,REDLCH,TOTFRL,PK,AMPKM,AMPKF,ASPKM,ASPKF,HIPKM,HIPKF,BLPKM,BLPKF,WHPKM,WHPKF,HPPKM,HPPKF,TRPKM,TRPKF,KG,AMKGM,AMKGF,ASKGM,ASKGF,HIKGM,HIKGF,BLKGM,BLKGF,WHKGM,WHKGF,HPKGM,HPKGF,TRKGM,TRKGF,G01,AM01M,AM01F,AS01M,AS01F,HI01M,HI01F,BL01M,BL01F,WH01M,WH01F,HP01M,HP01F,TR01M,TR01F,G02,AM02M,AM02F,AS02M,AS02F,HI02M,HI02F,BL02M,BL02F,WH02M,WH02F,HP02M,HP02F,TR02M,TR02F,G03,AM03M,AM03F,AS03M,AS03F,HI03M,HI03F,BL03M,BL03F,WH03M,WH03F,HP03M,HP03F,TR03M,TR03F,G04,AM04M,AM04F,AS04M,AS04F,HI04M,HI04F,BL04M,BL04F,WH04M,WH04F,HP04M,HP04F,TR04M,TR04F,G05,AM05M,AM05F,AS05M,AS05F,HI05M,HI05F,BL05M,BL05F,WH05M,WH05F,HP05M,HP05F,TR05M,TR05F,G06,AM06M,AM06F,AS06M,AS06F,HI06M,HI06F,BL06M,BL06F,WH06M,WH06F,HP06M,HP06F,TR06M,TR06F,G07,AM07M,AM07F,AS07M,AS07F,HI07M,HI07F,BL07M,BL07F,WH07M,WH07F,HP07M,HP07F,TR07M,TR07F,G08,AM08M,AM08F,AS08M,AS08F,HI08M,HI08F,BL08M,BL08F,WH08M,WH08F,HP08M,HP08F,TR08M,TR08F,G09,AM09M,AM09F,AS09M,AS09F,HI09M,HI09F,BL09M,BL09F,WH09M,WH09F,HP09M,HP09F,TR09M,TR09F,G10,AM10M,AM10F,AS10M,AS10F,HI10M,HI10F,BL10M,BL10F,WH10M,WH10F,HP10M,HP10F,TR10M,TR10F,G11,AM11M,AM11F,AS11M,AS11F,HI11M,HI11F,BL11M,BL11F,WH11M,WH11F,HP11M,HP11F,TR11M,TR11F,G12,AM12M,AM12F,AS12M,AS12F,HI12M,HI12F,BL12M,BL12F,WH12M,WH12F,HP12M,HP12F,TR12M,TR12F,UG,AMUGM,AMUGF,ASUGM,ASUGF,HIUGM,HIUGF,BLUGM,BLUGF,WHUGM,WHUGF,HPUGM,HPUGF,TRUGM,TRUGF,MEMBER,AM,AMALM,AMALF,ASIAN,ASALM,ASALF,HISP,HIALM,HIALF,BLACK,BLALM,BLALF,WHITE,WHALM,WHALF,PACIFIC,HPALM,HPALF,TR,TRALM,TRALF,TOTETH,VIRTUALSTAT,NSLPSTATUS,CHARTAUTH1,CHARTAUTH2,list,schNames,cs,schSize,hs,poorest
126515001,5121,1265150015121,Philadelphia City SD,POTTER-THOMAS SCH, ,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,87.46,NA,52.7,23.81,27.22,21.84,15.00,17.05,0,18.12,46.71,2013,421899005121,126515001,5121,42,4218990,05121,PHILADELPHIA CITY SD,POTTER-THOMAS SCH,2152274423,3001 N 6TH ST,PHILADELPHIA,PA,19133,2824,3001 NORTH 6TH ST,PHILADELPHIA,PA,19133,2824,1,1,000,11,39.9973,-75.1406,42101,PHILADELPHIA COUNTY,4201,2,N,2,2,PS,2,PS,1,FA,2,PS,2,PS,2,PS,38.92,KG,08,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,5,1,1,2,2,2,560,0,560,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,72,0,0,0,0,21,34,9,4,0,0,0,0,2,2,70,0,0,0,0,29,22,5,10,0,0,0,0,3,1,69,0,1,1,0,20,31,10,4,0,0,0,0,1,1,71,0,0,0,1,35,20,5,7,0,1,0,0,2,0,79,0,0,0,0,33,29,6,3,1,2,0,0,3,2,71,0,0,0,0,29,23,7,8,0,0,0,0,3,1,44,0,0,0,0,20,16,7,1,0,0,0,0,0,0,41,0,0,0,0,21,15,2,1,2,0,0,0,0,0,46,0,0,0,0,22,17,1,6,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,563,1,0,1,2,1,1,437,230,207,96,52,44,6,3,3,0,0,0,21,14,7,563,VIRTUALNO,NSLPNO,N,N,0, ,0,3, ,1
126515001,5125,1265150015125,Philadelphia City SD,HARTRANFT JOHN F SCH, ,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,89.94,NA,50.9,33.87,32.12,27.11,18.28,67.1,0,8.64,45.77,2013,421899005125,126515001,5125,42,4218990,05125,PHILADELPHIA CITY SD,HARTRANFT JOHN F SCH,2156845088,720 W CUMBERLAND ST,PHILADELPHIA,PA,19133,2226,720 WEST CUMBERLAND ST,PHILADELPHIA,PA,19133,2226,1,1,000,11,39.9892,-75.1451,42101,PHILADELPHIA COUNTY,4202,2,N,2,2,PS,2,PS,1,FA,2,PS,2,PS,2,PS,36,KG,08,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,5,1,1,2,2,2,541,0,541,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,76,1,1,0,0,4,7,31,23,0,0,0,0,6,3,83,0,0,0,0,7,15,28,25,0,0,0,0,6,2,70,0,0,0,0,11,11,23,19,0,1,0,0,3,2,69,1,0,0,0,10,7,24,23,1,0,0,0,1,2,67,0,0,0,0,7,10,26,20,0,0,0,0,2,2,56,0,0,0,0,9,6,24,17,0,0,0,0,0,0,39,0,0,0,0,7,7,13,12,0,0,0,0,0,0,42,0,0,0,0,6,9,15,11,0,1,0,0,0,0,42,0,0,0,0,9,2,20,11,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,544,3,2,1,0,0,0,144,70,74,365,204,161,3,1,2,0,0,0,29,18,11,544,VIRTUALNO,NSLPNO,N,N,0, ,0,3, ,1
126515001,5185,1265150015185,Philadelphia City SD,HAMILTON ANDREW SCH, ,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,92.34,NA,51.7,28.57,47.62,45.77,27.03,91.38,0.18,.17,47.76,2013,421899005185,126515001,5185,42,4218990,05185,PHILADELPHIA CITY SD,HAMILTON ANDREW SCH,2154712911,5640 SPRUCE ST,PHILADELPHIA,PA,19139,3937,5640 SPRUCE ST,PHILADELPHIA,PA,19139,3937,1,1,000,11,39.9554,-75.2357,42101,PHILADELPHIA COUNTY,4202,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,35.27,KG,08,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,5,1,1,2,2,2,577,0,577,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,54,1,0,0,0,0,1,21,23,0,2,0,0,3,3,61,0,0,0,0,0,0,30,26,1,1,0,0,1,2,60,0,0,0,0,1,1,24,27,1,1,0,0,3,2,61,0,0,0,0,0,0,31,25,1,0,0,0,3,1,53,0,0,0,0,0,0,34,16,0,0,0,0,2,1,61,0,0,0,0,0,0,33,26,0,1,0,0,0,1,77,0,0,1,0,0,0,36,38,1,1,0,0,0,0,85,0,0,1,0,1,3,34,43,0,1,0,0,1,1,68,0,0,1,1,1,1,35,28,0,0,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,580,1,1,0,4,3,1,9,3,6,530,278,252,11,4,7,0,0,0,25,14,11,580,VIRTUALNO,NSLPNO,N,N,0, ,0,3, ,1
126515001,5294,1265150015294,Philadelphia City SD,KELLY JOHN B SCH, ,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,91.04,NA,64.2,40.86,40.98,37.83,34.48,89.75,Not Applicable,.45,46.21,2013,421899005294,126515001,5294,42,4218990,05294,PHILADELPHIA CITY SD,KELLY JOHN B SCH,2159514011,5116 PULASKI AVE,PHILADELPHIA,PA,19144,4022,5116 PULASKI AVE,PHILADELPHIA,PA,19144,4022,1,1,000,11,40.025,-75.1724,42101,PHILADELPHIA COUNTY,4202,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,32.79,KG,05,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,5,1,1,2,2,2,670,0,670,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,135,0,1,0,0,1,0,60,58,0,0,0,0,10,5,129,1,0,0,0,2,2,59,54,1,0,0,0,9,1,117,0,0,0,0,1,2,49,55,1,0,0,0,6,3,103,0,0,0,1,2,0,53,40,0,2,0,0,3,2,92,0,0,0,0,3,0,51,32,0,1,0,0,2,3,97,0,0,1,0,2,0,45,48,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,673,2,1,1,2,1,1,15,11,4,604,317,287,5,2,3,0,0,0,45,30,15,673,VIRTUALNO,NSLPNO,N,N,0, ,0,3, ,1
126515001,6525,1265150016525,Philadelphia City SD,CONWELL RUSSELL MS, ,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,94.2,NA,82.9,NA,77.74,77.37,61.85,46.09,0.15,1.16,56.91,2013,421899006525,126515001,6525,42,4218990,06525,PHILADELPHIA CITY SD,CONWELL RUSSELL MS,2152914722,1849 E CLEARFIELD ST,PHILADELPHIA,PA,19134,3156,1849 EAST CLEARFIELD ST,PHILADELPHIA,PA,19134,3156,1,1,000,11,39.9943,-75.1147,42101,PHILADELPHIA COUNTY,4201,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,31.5,05,08,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,5,1,1,2,2,2,598,0,598,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,83,0,0,5,3,19,12,16,22,2,3,0,0,1,0,173,0,0,5,2,31,32,34,50,5,10,0,0,2,2,160,0,0,4,4,22,36,31,45,8,6,0,0,1,3,185,0,0,6,2,27,47,28,51,10,10,0,0,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,601,0,0,0,31,20,11,226,99,127,277,109,168,54,25,29,0,0,0,13,6,7,601,VIRTUALNO,NSLPNO,N,N,0, ,0,3, ,1
126515001,6528,1265150016528,Philadelphia City SD,HARRINGTON AVERY D SCH, ,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,93.03,NA,61.0,65.22,51.27,52.94,52.94,92.93,0,.39,54.22,2013,421899006528,126515001,6528,42,4218990,06528,PHILADELPHIA CITY SD,HARRINGTON AVERY D SCH,2154712914,5300-34 BALTIMORE AVE,PHILADELPHIA,PA,19143,3117,530034 BALTIMORE AVE,PHILADELPHIA,PA,19143,3117,1,1,000,11,39.9475,-75.2301,42101,PHILADELPHIA COUNTY,4202,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,26.54,KG,07,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,5,1,1,2,2,2,506,0,506,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,60,0,0,0,0,0,1,23,32,0,2,0,0,1,1,82,1,1,0,0,0,0,36,39,0,0,0,0,4,1,57,0,0,0,0,0,0,25,25,0,2,0,0,4,1,77,0,0,0,0,0,3,26,40,0,0,0,0,5,3,75,0,0,0,0,0,0,39,33,0,0,0,0,2,1,59,0,0,0,0,0,1,21,36,0,1,0,0,0,0,60,0,0,0,0,1,0,27,32,0,0,0,0,0,0,39,0,0,0,0,0,0,18,21,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,509,2,1,1,0,0,0,6,1,5,473,215,258,5,0,5,0,0,0,23,16,7,509,VIRTUALNO,NSLPNO,N,N,0, ,0,3, ,1
126515001,6535,1265150016535,Philadelphia City SD,MORTON THOMAS G SCH, ,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,91.7,NA,53.1,21.70,33.44,23.51,31.91,84.79,Not Applicable,10.06,46.83,2013,421899006535,126515001,6535,42,4218990,06535,PHILADELPHIA CITY SD,MORTON THOMAS G SCH,2157272164,2501 S 63RD ST,PHILADELPHIA,PA,19142,3101,2501 SOUTH 63RD ST,PHILADELPHIA,PA,19142,3101,1,1,000,11,39.924,-75.2271,42101,PHILADELPHIA COUNTY,4201,2,N,2,1,FA,1,FA,2,PS,2,PS,2,PS,2,PS,30.77,KG,05,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,5,1,1,2,2,2,832,0,832,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,172,0,1,6,2,2,2,77,63,0,1,0,0,12,6,146,0,0,3,1,7,3,49,70,4,0,0,0,6,3,150,0,0,1,5,1,2,60,67,4,0,0,0,5,5,153,0,0,5,0,1,2,71,65,1,1,0,0,7,0,127,0,0,4,4,1,0,63,49,0,2,0,0,3,1,87,0,0,1,3,2,1,43,31,1,1,0,0,4,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,835,1,0,1,35,20,15,24,14,10,708,363,345,15,10,5,0,0,0,52,37,15,835,VIRTUALNO,NSLPNO,N,N,0, ,0,4, ,1
126515001,6544,1265150016544,Philadelphia City SD,WILLARD FRANCES E SCH, ,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,89.55,NA,65.4,42.86,58.28,40.4,42.66,31.24,Not Applicable,9.77,51.03,2013,421899006544,126515001,6544,42,4218990,06544,PHILADELPHIA CITY SD,WILLARD FRANCES E SCH,2152914714,2900 EMERALD ST,PHILADELPHIA,PA,19134,3552,2900 EMERALD ST,PHILADELPHIA,PA,19134,3552,1,1,000,11,39.9917,-75.1171,42101,PHILADELPHIA COUNTY,4201,2,N,2,2,PS,1,FA,2,PS,2,PS,2,PS,2,PS,33.21,KG,04,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,5,1,1,2,2,2,826,0,826,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,164,0,0,0,0,38,48,31,21,3,6,0,0,11,6,194,0,0,0,1,51,58,25,32,7,9,0,0,5,6,142,0,0,0,0,41,43,18,23,4,6,0,0,4,3,175,0,0,0,0,54,36,26,34,7,5,0,0,9,4,154,0,0,0,1,36,53,28,21,5,6,0,0,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,829,0,0,0,2,0,2,458,220,238,259,128,131,58,26,32,0,0,0,52,32,20,829,VIRTUALNO,NSLPNO,N,N,0, ,0,4, ,1
126515001,6548,1265150016548,Philadelphia City SD,PARKWAY NORTHWEST,2.84,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,89.93,92.73,48.2,NA,42.47,61.64,12.50,95.44,0.39,0,56.84,2013,421899006548,126515001,6548,42,4218990,06548,PHILADELPHIA CITY SD,PARKWAY NORTHWEST,2152486220,1100 E. MT. PLEASANT AVE,PHILADELPHIA,PA,19150,1658,1100 EAST MT. PLEASANT AVE,PHILADELPHIA,PA,19150,1658,1,1,000,11,40.0707,-75.1762,42101,PHILADELPHIA COUNTY,4202,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,14,09,12,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,5,1,1,2,2,2,282,0,282,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,63,1,0,1,0,0,1,33,26,0,0,0,0,0,1,57,0,0,0,0,1,0,22,34,0,0,0,0,0,0,78,0,0,0,0,0,2,25,51,0,0,0,0,0,0,87,1,0,0,1,2,1,37,44,0,1,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,285,2,2,0,2,1,1,7,3,4,272,117,155,1,0,1,0,0,0,1,0,1,285,VIRTUALNO,NSLPNO,N,N,0, ,0,1,1,1
126515001,6675,1265150016675,Philadelphia City SD,KING MARTIN LUTHER HS,0,100,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,81.55,49.14,39.4,NA,11.56,24.58,3.49,97.19,8.68,2.35,40.62,2013,421899006675,126515001,6675,42,4218990,06675,PHILADELPHIA CITY SD,KING MARTIN LUTHER HS,2152765253,6100 STENTON AVE,PHILADELPHIA,PA,19138,1625,6100 STENTON AVE,PHILADELPHIA,PA,19138,1625,1,1,000,11,40.0564,-75.1615,42101,PHILADELPHIA COUNTY,4202,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,64.15,09,12,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,5,1,1,2,2,2,1063,0,1063,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,245,0,0,0,0,2,4,144,92,0,1,0,0,2,0,275,0,0,0,0,3,2,162,106,0,0,0,0,0,2,286,0,0,0,0,2,1,175,105,0,2,0,0,1,0,260,0,0,1,0,4,1,136,116,1,1,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1066,0,0,0,1,1,0,19,11,8,1036,617,419,5,1,4,0,0,0,5,3,2,1066,VIRTUALNO,NSLPNO,N,N,0, ,0,4,1,1
