Match_addr,City,Subregion,Region,Postal,Lon,Lat,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ARC_Addres,ARC_Neighb,ARC_City,ARC_Subreg,ARC_Region,ARC_Postal,ARC_Post_1,ARC_Countr,Date_Clean,Address_Cl,Zip_Code,Type_Clean,STATEFP,COUNTYFP,COUSUBFP,COUSUBNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CNECTAFP,NECTAFP,NCTADVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,5650 Barbara Drive 17011,,,17011,,,,,8/5/2016,5650 Barbara Drive 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,5750 Heatherwood Court 17011,,,17011,,,,,10/6/2015,5750 Heatherwood Court 17011,17011,Criminal Mischief,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,5850 Carlisle Pike 17011,,,17011,,,,,2/22/2015,5850 Carlisle Pike 17011,17011,False ID to Law Enforcement,,,,,,,,,,,,,,,,,,
"Westbury Ct, Lower Allen Twp, Pennsylvania, 17011",Lower Allen Twp,Cumberland,Pennsylvania,17011,-76.93887,40.20523,-76.93887,40.20523,-76.93988,-76.93788,40.20423,40.20623,5850 Westbury Drive 17011,,,17011,,,,,10/1/2016,5850 Westbury Drive 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"Stephen Rd, East Pennsboro Twp, Pennsylvania, 17011",East Pennsboro Twp,Cumberland,Pennsylvania,17011,-76.92955,40.27114,-76.92955,40.27114,-76.93355,-76.92555,40.26714,40.27514,5950 Stephens Crossing 17011,,,17011,,,,,12/29/2016,5950 Stephens Crossing 17011,17011,Burglary,,,,,,,,,,,,,,,,,,
"Stephen Rd, East Pennsboro Twp, Pennsylvania, 17011",East Pennsboro Twp,Cumberland,Pennsylvania,17011,-76.92955,40.27114,-76.92955,40.27114,-76.93355,-76.92555,40.26714,40.27514,5950 Stephens Crossing 17011,,,17011,,,,,3/10/2015,5950 Stephens Crossing 17011,17011,Criminal Trespass,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,5950 Westover Drive 17011,,,17011,,,,,5/4/2016,5950 Westover Drive 17011,17011,Vandalism,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6050 Carlisle Pike 17011,,,17011,,,,,6/2/2016,6050 Carlisle Pike 17011,17011,Criminal Mischief,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6050 Carlisle Pike 17011,,,17011,,,,,12/8/2015,6050 Carlisle Pike 17011,17011,Criminal Mischief,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6050 Carlisle Pike 17011,,,17011,,,,,12/20/2015,6050 Carlisle Pike 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6050 Carlisle Pike 17011,,,17011,,,,,3/19/2016,6050 Carlisle Pike 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6050 Carlisle Pike 17011,,,17011,,,,,12/19/2016,6050 Carlisle Pike 17011,17011,Hit and Run,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6050 Carlisle Pike 17011,,,17011,,,,,12/17/2015,6050 Carlisle Pike 17011,17011,Hit and Run,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6050 Sommerton Drive 17011,,,17011,,,,,2/26/2015,6050 Sommerton Drive 17011,17011,Identity Theft,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6050 Carlisle Pike 17011,,,17011,,,,,12/15/2015,6050 Carlisle Pike 17011,17011,"Prohibited Acts; Penalties",,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6050 Carlisle Pike 17011,,,17011,,,,,4/1/2016,6050 Carlisle Pike 17011,17011,Public Drunkenness,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6050 Carlisle Pike 17011,,,17011,,,,,8/6/2016,6050 Carlisle Pike 17011,17011,Simple Assault,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6050 Wertzville Road 17011,,,17011,,,,,7/25/2016,6050 Wertzville Road 17011,17011,Simple Assault,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6050 Hummingbird Drive 17011,,,17011,,,,,1/17/2016,6050 Hummingbird Drive 17011,17011,Simple Assault,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6050 William Drive 17011,,,17011,,,,,3/2/2015,6050 William Drive 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6050 Mockingbird Drive 17011,,,17011,,,,,1/4/2015,6050 Mockingbird Drive 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6050 Carlisle Pike 17011,,,17011,,,,,10/17/2015,6050 Carlisle Pike 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6150 Galleon Drive 17011,,,17011,,,,,9/29/2016,6150 Galleon Drive 17011,17011,Access Device Fraud,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6150 Charing Cross 17011,,,17011,,,,,5/22/2016,6150 Charing Cross 17011,17011,Burglary,,,,,,,,,,,,,,,,,,
"Locust Rd, Lower Allen Twp, Pennsylvania, 17011",Lower Allen Twp,Cumberland,Pennsylvania,17011,-76.95010,40.21926,-76.95010,40.21926,-76.95109,-76.94910,40.21826,40.22026,6150 Locust Lane 17011,,,17011,,,,,3/25/2016,6150 Locust Lane 17011,17011,Criminal Mischief,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6150 Carlisle Pike 17011,,,17011,,,,,9/25/2015,6150 Carlisle Pike 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6150 Sommerton Drive 17011,,,17011,,,,,10/12/2015,6150 Sommerton Drive 17011,17011,Identity Theft,,,,,,,,,,,,,,,,,,
,,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6150 Stephens Crossing 17011,,,17011,,,,,7/12/2016,6150 Stephens Crossing 17011,17011,Identity Theft,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6150 Haymarket Way 17011,,,17011,,,,,4/17/2015,6150 Haymarket Way 17011,17011,Identity Theft,,,,,,,,,,,,,,,,,,
,,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6150 Stephens Crossing 17011,,,17011,,,,,3/27/2015,6150 Stephens Crossing 17011,17011,Identity Theft,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6150 Haymarket Way 17011,,,17011,,,,,3/30/2016,6150 Haymarket Way 17011,17011,Public Drunkenness,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6150 Carlisle Pike 17011,,,17011,,,,,5/2/2015,6150 Carlisle Pike 17011,17011,Simple Assault,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6150 Westover Drive 17011,,,17011,,,,,12/20/2016,6150 Westover Drive 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6150 Moorgate Circle 17011,,,17011,,,,,3/17/2016,6150 Moorgate Circle 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6150 Souvenir Drive 17011,,,17011,,,,,6/5/2015,6150 Souvenir Drive 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"Wallingford, Waipukurau",Waipukurau,,,,176.62909,-40.19680,176.62909,-40.19680,176.51809,176.74009,-40.30780,-40.08580,6150 Wallingford Way 17011,,,17011,,,,,6/10/2016,6150 Wallingford Way 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6150 Log Cabin Trail 17011,,,17011,,,,,4/17/2016,6150 Log Cabin Trail 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6150 Carlisle Pike 17011,,,17011,,,,,10/22/2015,6150 Carlisle Pike 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6250 Stanford Court 17011,,,17011,,,,,4/4/2016,6250 Stanford Court 17011,17011,Access Device Fraud,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6250 Galleon Drive 17011,,,17011,,,,,4/1/2016,6250 Galleon Drive 17011,17011,Bad Check,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6250 Carlisle Pike 17011,,,17011,,,,,2/18/2016,6250 Carlisle Pike 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6250 Rivendale Court 17011,,,17011,,,,,1/9/2016,6250 Rivendale Court 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6250 Carlisle Pike 17011,,,17011,,,,,4/16/2016,6250 Carlisle Pike 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6250 Carlisle Pike 17011,,,17011,,,,,2/12/2015,6250 Carlisle Pike 17011,17011,Forgery,,,,,,,,,,,,,,,,,,
"Crofton, Marton",Marton,,,,175.38328,-40.09968,175.38328,-40.09968,175.37328,175.39328,-40.10968,-40.08968,6250 Crofton Court 17011,,,17011,,,,,7/6/2015,6250 Crofton Court 17011,17011,Identity Theft,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6250 Galleon Drive 17011,,,17011,,,,,3/26/2015,6250 Galleon Drive 17011,17011,"Prohibited Acts; Penalties",,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6250 Carlisle Pike 17011,,,17011,,,,,8/3/2016,6250 Carlisle Pike 17011,17011,"Prohibited Acts; Penalties",,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6250 Carlisle Pike 17011,,,17011,,,,,3/29/2016,6250 Carlisle Pike 17011,17011,"Prohibited Acts; Penalties",,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6250 Carlisle Pike 17011,,,17011,,,,,5/19/2016,6250 Carlisle Pike 17011,17011,"Prohibited Acts; Penalties",,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6250 Stanford Court 17011,,,17011,,,,,5/25/2016,6250 Stanford Court 17011,17011,Simple Assault,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6250 Westover Drive 17011,,,17011,,,,,2/22/2016,6250 Westover Drive 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6250 Charing Cross 17011,,,17011,,,,,11/29/2015,6250 Charing Cross 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6250 Smith Drive 17011,,,17011,,,,,6/17/2015,6250 Smith Drive 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"Crofton, Marton",Marton,,,,175.38328,-40.09968,175.38328,-40.09968,175.37328,175.39328,-40.10968,-40.08968,6250 Crofton Court 17011,,,17011,,,,,10/23/2015,6250 Crofton Court 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6350 Chesterfield Lane 17011,,,17011,,,,,6/1/2016,6350 Chesterfield Lane 17011,17011,Access Device Fraud,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6350 Chesterfield Lane 17011,,,17011,,,,,2/19/2016,6350 Chesterfield Lane 17011,17011,Access Device Fraud,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6350 Creekbend Drive 17011,,,17011,,,,,2/14/2016,6350 Creekbend Drive 17011,17011,Access Device Fraud,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6350 Carlisle Pike 17011,,,17011,,,,,11/11/2015,6350 Carlisle Pike 17011,17011,Criminal Mischief,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6350 Carlisle Pike 17011,,,17011,,,,,10/22/2016,6350 Carlisle Pike 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6350 Carlisle Pike 17011,,,17011,,,,,12/14/2015,6350 Carlisle Pike 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"Locust Rd, Lower Allen Twp, Pennsylvania, 17011",Lower Allen Twp,Cumberland,Pennsylvania,17011,-76.95010,40.21926,-76.95010,40.21926,-76.95109,-76.94910,40.21826,40.22026,6350 Locust Lane 17011,,,17011,,,,,3/15/2015,6350 Locust Lane 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"Locust Rd, Lower Allen Twp, Pennsylvania, 17011",Lower Allen Twp,Cumberland,Pennsylvania,17011,-76.95010,40.21926,-76.95010,40.21926,-76.95109,-76.94910,40.21826,40.22026,6350 Locust Lane 17011,,,17011,,,,,1/12/2015,6350 Locust Lane 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6350 Carlisle Pike 17011,,,17011,,,,,7/22/2016,6350 Carlisle Pike 17011,17011,Fleeing or Eluding Police,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6350 Galleon Drive 17011,,,17011,,,,,7/15/2015,6350 Galleon Drive 17011,17011,Fraud,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6350 Galleon Drive 17011,,,17011,,,,,6/7/2015,6350 Galleon Drive 17011,17011,Harassment,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6350 North Powderhorn Road 17011,,,17011,,,,,8/11/2016,6350 North Powderhorn Road 17011,17011,Identity Theft,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6350 Mercury Drive 17011,,,17011,,,,,8/1/2016,6350 Mercury Drive 17011,17011,PFA Violation,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6350 Carlisle Pike 17011,,,17011,,,,,2/26/2015,6350 Carlisle Pike 17011,17011,"Prohibited Acts; Penalties",,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6350 Mercury Drive 17011,,,17011,,,,,2/17/2015,6350 Mercury Drive 17011,17011,"Prohibited Acts; Penalties",,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6350 Carlisle Pike 17011,,,17011,,,,,10/6/2016,6350 Carlisle Pike 17011,17011,Robbery,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6350 Wertzville Road 17011,,,17011,,,,,5/26/2016,6350 Wertzville Road 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6350 Galleon Drive 17011,,,17011,,,,,9/23/2015,6350 Galleon Drive 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"Brandy Cir, East Pennsboro Twp, Pennsylvania, 17011",East Pennsboro Twp,Cumberland,Pennsylvania,17011,-76.94831,40.27143,-76.94831,40.27143,-76.94931,-76.94731,40.27043,40.27243,6350 Brandy Lane 17011,,,17011,,,,,8/15/2015,6350 Brandy Lane 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"Stephen Rd, East Pennsboro Twp, Pennsylvania, 17011",East Pennsboro Twp,Cumberland,Pennsylvania,17011,-76.92955,40.27114,-76.92955,40.27114,-76.93355,-76.92555,40.26714,40.27514,6350 Stephens Crossing 17011,,,17011,,,,,2/25/2015,6350 Stephens Crossing 17011,17011,Theft by Unlawful Taking,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6350 Galleon Drive 17011,,,17011,,,,,1/14/2016,6350 Galleon Drive 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6350 Peregrine Way 17011,,,17011,,,,,11/5/2015,6350 Peregrine Way 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6350 Galleon Drive 17011,,,17011,,,,,3/12/2015,6350 Galleon Drive 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6350 Run Cross Lane 17011,,,17011,,,,,2/4/2015,6350 Run Cross Lane 17011,17011,Theft from a Motor Vehicle,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6450 Creekbend Drive 17011,,,17011,,,,,1/15/2015,6450 Creekbend Drive 17011,17011,Access Device Fraud,,,,,,,,,,,,,,,,,,
"Glenwood Ave, Lower Allen Twp, Pennsylvania, 17011",Lower Allen Twp,Cumberland,Pennsylvania,17011,-76.93813,40.22062,-76.93813,40.22062,-76.94113,-76.93513,40.21762,40.22362,6450 Glenwood Street 17011,,,17011,,,,,2/8/2015,6450 Glenwood Street 17011,17011,Burglary,,,,,,,,,,,,,,,,,,
"17011, Camp Hill, Pennsylvania",Camp Hill,,Pennsylvania,17011,-76.93739,40.23952,-76.93739,40.23952,-76.94239,-76.93239,40.23452,40.24452,6450 Cannon Drive 17011,,,17011,,,,,2/8/2015,6450 Cannon Drive 17011,17011,Burglary,,,,,,,,,,,,,,,,,,
"Carlisle Pike, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Cumberland,Pennsylvania,17011,-76.95624,40.23784,-76.95624,40.23784,-76.96224,-76.95024,40.23184,40.24384,6450 Carlisle Pike 17011,,,17011,,,,,4/19/2016,6450 Carlisle Pike 17011,17011,Driving Under the Influence,,,,,,,,,,,,,,,,,,
"Glenwood Ave, Lower Allen Twp, Pennsylvania, 17011",Lower Allen Twp,Cumberland,Pennsylvania,17011,-76.93813,40.22062,-76.93813,40.22062,-76.94113,-76.93513,40.21762,40.22362,6450 Glenwood Street 17011,,,17011,,,,,7/22/2016,6450 Glenwood Street 17011,17011,Simple Assault,,,,,,,,,,,,,,,,,,
