ID,Address,City,State,Zip
164,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
165,"Orrs Bridge Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
166,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
167,"N Locust St, Shiremanstown, Pennsylvania, 17011",Shiremanstown,Pennsylvania,17011
168,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
169,"Kent Dr, Lower Allen Twp, Pennsylvania, 17011",Lower Allen Twp,Pennsylvania,17011
170,,,,
171,"Orrs Bridge Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
172,"750 Brentwater Rd, East Pennsboro Twp, Pennsylvania, 17011",East Pennsboro Twp,Pennsylvania,17011
173,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
174,"850 Briarwood Ln, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
175,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
176,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
177,"850 Mandy Ln, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
178,"Orrs Bridge Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
179,"850 Meadow Ln, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
180,"850 Meadow Ln, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
181,"850 Meadow Ln, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
182,"Orrs Bridge Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
183,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
184,"850 Meadow Ln, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
185,"Kent Dr, Lower Allen Twp, Pennsylvania, 17011",Lower Allen Twp,Pennsylvania,17011
186,Linne,Linne,Limburg,
187,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
188,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
189,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
190,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
191,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
192,1050,,,1050
193,1050,,,1050
194,1050,,,1050
195,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
196,"Hope, Richmond",Richmond,,
197,1050,,,1050
198,"Hope, Richmond",Richmond,,
199,1050,,,1050
200,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
201,"Mill Road, Invercargill",Invercargill,,
202,"Orrs Bridge Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
203,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
204,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
205,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
206,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
207,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
208,1050,,,1050
209,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
210,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
211,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
212,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
213,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
214,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
215,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
216,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
217,"Orrs Bridge Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
218,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
219,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
220,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
221,"Windsor Way, East Pennsboro Twp, Pennsylvania, 17011",East Pennsboro Twp,Pennsylvania,17011
222,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
223,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
224,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
225,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
226,"Kent Dr, Lower Allen Twp, Pennsylvania, 17011",Lower Allen Twp,Pennsylvania,17011
227,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
228,Raat,Raat,Yug,
229,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
230,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
231,"Summit Ave, Camp Hill, Pennsylvania, 17011",Camp Hill,Pennsylvania,17011
232,"Summit Ave, Camp Hill, Pennsylvania, 17011",Camp Hill,Pennsylvania,17011
233,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
234,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
235,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
236,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
237,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
238,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
239,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
240,"Summit Ave, Camp Hill, Pennsylvania, 17011",Camp Hill,Pennsylvania,17011
241,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
242,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
243,Raat,Raat,Yug,
244,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
245,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
246,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
247,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
248,"Summit Ave, Camp Hill, Pennsylvania, 17011",Camp Hill,Pennsylvania,17011
249,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
250,"Summit Ave, Camp Hill, Pennsylvania, 17011",Camp Hill,Pennsylvania,17011
251,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
252,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
253,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
254,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
255,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
256,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
257,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
258,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
259,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
260,"Orrs Bridge Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
261,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
262,"Orrs Bridge Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
263,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
264,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
265,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
266,"Spruce Cir, Shiremanstown, Pennsylvania, 17011",Shiremanstown,Pennsylvania,17011
267,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
268,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
269,"Hunter Ln, East Pennsboro Twp, Pennsylvania, 17011",East Pennsboro Twp,Pennsylvania,17011
270,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
271,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
272,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
273,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
274,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
275,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
276,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
277,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
278,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
279,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
280,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
281,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
282,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
283,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
284,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
285,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
286,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
287,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
288,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
289,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
290,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
291,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
292,"Cedar Ave, Lower Allen Twp, Pennsylvania, 17011",Lower Allen Twp,Pennsylvania,17011
293,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
294,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
295,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
296,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
297,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
298,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
299,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
300,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
301,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
302,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
303,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
304,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
305,02350-000,,,02350-000
306,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
307,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
308,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
309,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
310,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
311,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
312,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
313,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
314,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
315,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
316,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
317,"3450 Simpson Ferry Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
318,"3450 Simpson Ferry Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
319,"3450 Simpson Ferry Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
320,"3450 Simpson Ferry Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
321,"3450 Simpson Ferry Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
322,"3450 Simpson Ferry Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
323,"3450 Simpson Ferry Rd, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
324,"3450 Lincoln Dr, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
325,"Coventry Close, East Pennsboro Twp, Pennsylvania, 17011",East Pennsboro Twp,Pennsylvania,17011
326,"3550 Green St, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
327,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
328,"3550 Green St, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
329,"17011, Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,17011
330,"3550 Walnut St, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
331,"3550 Green St, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
332,"3550 Green St, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
333,3550,,,3550
334,"3550 Chestnut St, Hampden Twp, Pennsylvania, 17011",Hampden Twp,Pennsylvania,17011
