"","State","ReportYear","ProgramCode","Program","ProgramType","UNITID","TotalNumPrepPrgs","UGPrograms","UGMinGPAEntry","UGMinGPAExit","PGPrograms","PGMinGPAEntry","PGMinGPAExit","SCEAvgHrsPrior_StdntTch","SCEAvgHrsFor_StdntTch","SCEAvgHrsPrior_TeachRcd","SCEAvgHrsFor_TeachRcd","SuperFTEFaculty","SCENumAdjunctIHE","SCENumCoopTeachK12","SuperStudents","TotalEnroll","CompletersCurrent","MaleEnroll","MaleCompleters","FemaleEnroll","FemaleCompleters","OtherGenderEnroll","OtherGenderCompleters","NonReportGenderEnroll","NonReportGenderCompleters","IndianEnroll","IndianCompleters","AsianEnroll","AsianCompleters","BlackEnroll","BlackCompleters","HispanicEnroll","HispanicCompleters","IslanderEnroll","IslanderCompleters","WhiteEnroll","WhiteCompleters","MultiRacialEnroll","MultiRacialCompleters","NonReportRaceEthEnroll","NonReportRaceEthCompleters","GrantMajors","StateLocalNeeds","SchoolNeeds","SpecEdCore","GenEdDisabilities","GenEdLEP","GenEdLowInc","LocalityTrn","AssuranceComments","B_ratio","W_ratio","BW_completionRatio","X","INSTNM","IALIAS","ADDR","CITY","STABBR","ZIP","FIPS","OBEREG","CHFNM","CHFTITLE","GENTELE","EIN","DUNS","OPEID","OPEFLAG","WEBADDR","ADMINURL","FAIDURL","APPLURL","NPRICURL","VETURL","ATHURL","DISAURL","SECTOR","ICLEVEL","CONTROL","HLOFFER","UGOFFER","GROFFER","HDEGOFR1","DEGGRANT","HBCU","HOSPITAL","MEDICAL","TRIBAL","LOCALE","OPENPUBL","ACT","NEWID","DEATHYR","CLOSEDAT","CYACTIVE","POSTSEC","PSEFLAG","PSET4FLG","RPTMTH","INSTCAT","C15BASIC","C15IPUG","C15IPGRD","C15UGPRF","C15ENPRF","C15SZSET","CCBASIC","CARNEGIE","LANDGRNT","INSTSIZE","F1SYSTYP","F1SYSNAM","F1SYSCOD","CBSA","CBSATYPE","CSA","NECTA","COUNTYCD","COUNTYNM","CNGDSTCD","LONGITUD","LATITUDE","ADMCON1","ADMCON2","ADMCON3","ADMCON4","ADMCON5","ADMCON6","ADMCON7","ADMCON8","ADMCON9","XAPPLCN","APPLCN","XAPPLCNM","APPLCNM","XAPPLCNW","APPLCNW","XADMSSN","ADMSSN","XADMSSNM","ADMSSNM","XADMSSNW","ADMSSNW","XENRLT","ENRLT","XENRLM","ENRLM","XENRLW","ENRLW","XENRLFT","ENRLFT","XENRLFTM","ENRLFTM","XENRLFTW","ENRLFTW","XENRLPT","ENRLPT","XENRLPTM","ENRLPTM","XENRLPTW","ENRLPTW","XSATNUM","SATNUM","XSATPCT","SATPCT","XACTNUM","ACTNUM","XACTPCT","ACTPCT","XSATVR25","SATVR25","XSATVR75","SATVR75","XSATMT25","SATMT25","XSATMT75","SATMT75","XACTCM25","ACTCM25","XACTCM75","ACTCM75","XACTEN25","ACTEN25","XACTEN75","ACTEN75","XACTMT25","ACTMT25","XACTMT75","ACTMT75","XCSTOTLT","CSTOTLT","XCSTOTLM","CSTOTLM","XCSTOTLW","CSTOTLW","XCSAIANT","CSAIANT","XCSAIANM","CSAIANM","XCSAIANW","CSAIANW","XCSASIAT","CSASIAT","XCSASIAM","CSASIAM","XCSASIAW","CSASIAW","XCSBKAAT","CSBKAAT","XCSBKAAM","CSBKAAM","XCSBKAAW","CSBKAAW","XCSHISPT","CSHISPT","XCSHISPM","CSHISPM","XCSHISPW","CSHISPW","XCSNHPIT","CSNHPIT","XCSNHPIM","CSNHPIM","XCSNHPIW","CSNHPIW","XCSWHITT","CSWHITT","XCSWHITM","CSWHITM","XCSWHITW","CSWHITW","XCS2MORT","CS2MORT","XCS2MORM","CS2MORM","XCS2MORW","CS2MORW","XCSUNKNT","CSUNKNT","XCSUNKNM","CSUNKNM","XCSUNKNW","CSUNKNW","XCSNRALT","CSNRALT","XCSNRALM","CSNRALM","XCSNRALW","CSNRALW"
"50","Pennsylvania",2021,"2196","Duquesne University","Traditional",212106,14,1,3,3,1,3,3,190,525,NA,NA,13,22,464,307,621,134,140,30,481,104,0,0,0,0,0,0,9,3,17,6,0,0,2,0,573,122,16,2,4,1,1,1,1,1,1,1,1,1,"Teacher candidates in the Leading Teacher Program (Undergraduate and Graduate) use PA Academic Standards and Assessment Anchors and the new PA Common Core Standards as well as professional standards in the content areas, and student assessments to inform the design of instruction through lesson planning and revisions in each of the content methods courses and field experiences integrated with the methods courses, as well as student teaching.  Furthermore, in foundations courses, special education courses, and methods courses candidates examine standardized assessments used locally, as well as nationally, and learn to interpret the results of these assessments and their implications for student learning and assessing teacher effectiveness.  During student teaching, candidates participate in the process of preparing and administering the PSSA tests as an example of how standardized tests are used in the classroom and by a district.
General Education teachers are required to take nine credits of special educati",1.63564530289728,0.986715636477299,1.65766634522662,1261,"Duquesne University",NA,"Administration Bldg 600 Forbes Ave","Pittsburgh","PA","15282",42,2,"Ken Gormley","President",4123966000,251035663,"4501193",325800,1,"www.duq.edu","www.duq.edu/admissions-and-aid/undergraduate-admissions","www.duq.edu/admissions-and-aid/financial-aid","www.duq.edu/admissions-and-aid/undergraduate-admissions/apply-to-duquesne","www.duq.edu/admissions-and-aid/tuition/net-price-calculator","www.duq.edu/admissions-and-aid/military-and-veterans/using-your-benefits","www.duq.edu/about/facts-and-rankings/consumer-information-graduation-rates","www.duq.edu/life-at-duquesne/student-services/special-services",2,1,2,9,1,1,11,1,2,2,2,2,11,1,"A",-2,-2,-2,1,1,1,1,1,2,16,16,18,14,5,14,16,16,2,3,2,NA,-2,38300,1,430,-2,42003,"Allegheny County",4214,-79.993046,40.437496,1,3,1,1,3,3,1,5,3,"R",7655,"R",2573,"R",5065,"R",5660,"R",1949,"R",3698,"R",1556,"R",557,"R",998,"R",1546,"R",551,"R",994,"R",10,"R",6,"R",4,"R",859,"R",55,"R",467,"R",30,"R",525,"R",610,"R",530,"R",620,"R",24,"R",29,"R",23,"R",30,"R",23,"R",28,"R",2659,"R",988,"R",1671,"R",3,"R",0,"R",3,"R",51,"R",17,"R",34,"R",115,"R",37,"R",78,"R",67,"R",21,"R",46,"R",2,"R",1,"R",1,"R",2180,"R",802,"R",1378,"R",61,"R",24,"R",37,"R",46,"R",22,"R",24,"R",134,"R",64,"R",70
"51","Pennsylvania",2021,"2650","East Stroudsburg University of PA","Traditional",NA,17,1,2.8,2.8,1,2.8,2.8,190,600,NA,NA,25,18,400,328,329,171,77,39,252,132,0,0,0,0,1,0,1,1,21,14,12,6,0,0,281,145,10,4,3,1,1,1,1,1,1,1,1,1,"Two of the courses required of all teacher candidates (Foundations of Education and Diversity of the Learner) specifically address the challenges of teaching a wide range of students (including those with special needs, English language learners, and students from low-income families and those in urban and rural settings). These classes strive to help students understand the complexity of students and schools today using the experience and expertise of faculty members and classroom teachers. Throughout our program, the candidates are engaged in field experiences that address these assurances. The coursework in the major also addresses these areas of concern.",1.28265107212476,0.992799317391938,1.29195402298851,NA,"Cheyney University of Pennsylvania","Cheyney","1837 University Circle","Cheynew","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,-75.529121,39.934513,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"52","Pennsylvania",2021,"2650","East Stroudsburg University of PA","Traditional",NA,17,1,2.8,2.8,1,2.8,2.8,190,600,NA,NA,25,18,400,328,329,171,77,39,252,132,0,0,0,0,1,0,1,1,21,14,12,6,0,0,281,145,10,4,3,1,1,1,1,1,1,1,1,1,"Two of the courses required of all teacher candidates (Foundations of Education and Diversity of the Learner) specifically address the challenges of teaching a wide range of students (including those with special needs, English language learners, and students from low-income families and those in urban and rural settings). These classes strive to help students understand the complexity of students and schools today using the experience and expertise of faculty members and classroom teachers. Throughout our program, the candidates are engaged in field experiences that address these assurances. The coursework in the major also addresses these areas of concern.",1.28265107212476,0.992799317391938,1.29195402298851,NA,"PASSHE Center City","PASSHE Ctr. City","","Philadelphia","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Philadelphia County",NA,-75.160276,39.954532,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"53","Pennsylvania",2021,"2650","East Stroudsburg University of PA","Alternative, IHE-based",NA,1,0,NA,NA,1,2.8,2.8,NA,NA,80,1,2,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"We provide numerous opportunities for our candidates to address each of these areas within their coursework and assignments. Our faculty are engaged in numerous school district partnerships and continually update their curriculum to reflect these trends. Our curriculum has competencies in special education and teaching English language learners embedded so that our candidates are prepared to meet the needs of all students.",NA,NA,NA,NA,"Cheyney University of Pennsylvania","Cheyney","1837 University Circle","Cheynew","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,-75.529121,39.934513,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"54","Pennsylvania",2021,"2650","East Stroudsburg University of PA","Alternative, IHE-based",NA,1,0,NA,NA,1,2.8,2.8,NA,NA,80,1,2,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"We provide numerous opportunities for our candidates to address each of these areas within their coursework and assignments. Our faculty are engaged in numerous school district partnerships and continually update their curriculum to reflect these trends. Our curriculum has competencies in special education and teaching English language learners embedded so that our candidates are prepared to meet the needs of all students.",NA,NA,NA,NA,"PASSHE Center City","PASSHE Ctr. City","","Philadelphia","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Philadelphia County",NA,-75.160276,39.954532,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"55","Pennsylvania",2021,"2220","Eastern University","Traditional",NA,47,1,3,3,1,3,3,150,480,NA,NA,8.25,10,78,71,196,45,43,11,153,34,0,0,0,0,0,0,6,2,34,5,14,0,0,0,129,35,2,2,11,1,1,1,1,1,1,1,1,1,"Most full and part-time teachers in the Eastern University College of Education have extensive experience in urban, suburban, and rural school districts that are in close proximity to our college, and this provides substantial assistance in responding to the identified needs of local agencies where our graduates are likely to teach. The Director of Special Education has over 15 years of experience in public schools as a special educator who has served on many regional special education committees. The ESL faculty has extensive experience in teaching and learning with respect to limited English proficient students and teacher training in this content area.",0.640522875816993,1.1817398794143,0.542016806722689,NA,"Cheyney University of Pennsylvania","Cheyney","1837 University Circle","Cheynew","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,-75.529121,39.934513,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"56","Pennsylvania",2021,"2220","Eastern University","Traditional",NA,47,1,3,3,1,3,3,150,480,NA,NA,8.25,10,78,71,196,45,43,11,153,34,0,0,0,0,0,0,6,2,34,5,14,0,0,0,129,35,2,2,11,1,1,1,1,1,1,1,1,1,"Most full and part-time teachers in the Eastern University College of Education have extensive experience in urban, suburban, and rural school districts that are in close proximity to our college, and this provides substantial assistance in responding to the identified needs of local agencies where our graduates are likely to teach. The Director of Special Education has over 15 years of experience in public schools as a special educator who has served on many regional special education committees. The ESL faculty has extensive experience in teaching and learning with respect to limited English proficient students and teacher training in this content area.",0.640522875816993,1.1817398794143,0.542016806722689,NA,"PASSHE Center City","PASSHE Ctr. City","","Philadelphia","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Philadelphia County",NA,-75.160276,39.954532,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"57","Pennsylvania",2021,"2220","Eastern University","Alternative, IHE-based",NA,47,0,NA,NA,1,3,3,150,480,NA,NA,8.25,10,78,71,5,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,0,0,0,1,1,1,1,1,1,1,"Most full and part-time teachers in the Eastern University College of Education have extensive experience in urban, suburban, and rural school districts that are in close proximity to our college. This provides substantial assistance in responding to the identified local agencies where our graduates are likely to teach. The Director of Special Education has over 15 years experience as a special educator and has served on many state and regional special education committees. The ESL faculty has extensive experience in teaching and learning with respect to limited English proficient students and teacher training.",NA,0.833333333333333,NA,NA,"Cheyney University of Pennsylvania","Cheyney","1837 University Circle","Cheynew","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,-75.529121,39.934513,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"58","Pennsylvania",2021,"2220","Eastern University","Alternative, IHE-based",NA,47,0,NA,NA,1,3,3,150,480,NA,NA,8.25,10,78,71,5,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,0,0,0,1,1,1,1,1,1,1,"Most full and part-time teachers in the Eastern University College of Education have extensive experience in urban, suburban, and rural school districts that are in close proximity to our college. This provides substantial assistance in responding to the identified local agencies where our graduates are likely to teach. The Director of Special Education has over 15 years experience as a special educator and has served on many state and regional special education committees. The ESL faculty has extensive experience in teaching and learning with respect to limited English proficient students and teacher training.",NA,0.833333333333333,NA,NA,"PASSHE Center City","PASSHE Ctr. City","","Philadelphia","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Philadelphia County",NA,-75.160276,39.954532,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"59","Pennsylvania",2021,"2651","Edinboro University of Pennsylvania","Traditional",NA,13,1,2.8,3,1,3,3,148.3,558.25,NA,NA,18.99,3,244,309,585,161,131,21,454,140,0,0,0,0,2,2,3,0,10,1,7,2,0,0,534,147,18,5,11,4,1,1,1,1,1,1,1,1,"All programs of study in Edinboro’s School of Education are aligned to the Pennsylvania Department of Education (PDE) competencies for each certification area, and are also nationally accredited through the Council for the Accreditation of Educator Preparation (CAEP). 

Initial certification programs include all 4 stages of field and include experiences working with diverse populations in both rural and urban areas. All prospective general education teachers are required to take at least 2 courses in special education and have at least 60 hours of preparation focused on ELL. We have approved programs in Early Childhood/Special Education, Middle Level/Special Education, and Secondary Special Education. All programs have a dual focus on content and pedagogy. In addition to program requirements, students are required to have at least one diverse placement in either field or student teaching, giving them experience with diverse populations in urban areas. Opportunities such as the Philadelphia and Erie Urban Ex",0.363354037267081,1.00024425989253,0.363265306122449,NA,"Cheyney University of Pennsylvania","Cheyney","1837 University Circle","Cheynew","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,-75.529121,39.934513,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"60","Pennsylvania",2021,"2651","Edinboro University of Pennsylvania","Traditional",NA,13,1,2.8,3,1,3,3,148.3,558.25,NA,NA,18.99,3,244,309,585,161,131,21,454,140,0,0,0,0,2,2,3,0,10,1,7,2,0,0,534,147,18,5,11,4,1,1,1,1,1,1,1,1,"All programs of study in Edinboro’s School of Education are aligned to the Pennsylvania Department of Education (PDE) competencies for each certification area, and are also nationally accredited through the Council for the Accreditation of Educator Preparation (CAEP). 

Initial certification programs include all 4 stages of field and include experiences working with diverse populations in both rural and urban areas. All prospective general education teachers are required to take at least 2 courses in special education and have at least 60 hours of preparation focused on ELL. We have approved programs in Early Childhood/Special Education, Middle Level/Special Education, and Secondary Special Education. All programs have a dual focus on content and pedagogy. In addition to program requirements, students are required to have at least one diverse placement in either field or student teaching, giving them experience with diverse populations in urban areas. Opportunities such as the Philadelphia and Erie Urban Ex",0.363354037267081,1.00024425989253,0.363265306122449,NA,"PASSHE Center City","PASSHE Ctr. City","","Philadelphia","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Philadelphia County",NA,-75.160276,39.954532,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"61","Pennsylvania",2021,"2225","Elizabethtown College","Traditional",212197,14,1,3,3,1,3.3,3.3,104,640,NA,NA,5,9,74,58,177,49,30,4,147,45,0,0,0,0,0,0,2,1,3,1,5,1,0,0,163,46,3,0,1,0,1,1,1,1,1,1,1,1,"Curriculum changes have led to even better coverage of special education, limited English proficient students, assessment and diversity. All Education students are required to successfully complete a minimum of 9 credits of Special Ed and 4 credits of ELL. Field placement components have been added to enhance and strengthen the curriculum with assurance that all education students receive field experiences in a variety of grades and types of classrooms.  In Spring 2019, we graduated our second cohort of Masters 4+1 Special Ed students and as of Fall 2019, we have added an ESL concentration.  We host Social Justice speakers / programs and a poverty simulation for all education students.  We have monies designated to offer a Social Justice Day (Tempest Day) to our juniors and seniors.",1.20408163265306,1.01940653562038,1.18115942028985,1265,"Elizabethtown College",NA,"One Alpha Drive","Elizabethtown","PA","17022-2298",42,2,"Carl Strikwerda","President",7173611000,231352632,"72840838",326200,1,"www.etown.edu","www.etown.edu/admissions","www.etown.edu/admissions/financial-aid.aspx","www.etown.edu/admissions/apply/index.aspx","https://npc.collegeboard.org/student/app/etown","www.etown.edu/offices/registration-records/veterans.aspx",NA,"www.etown.edu/offices/disability/",2,1,2,7,1,1,20,1,2,2,2,2,21,1,"A",-2,-2,-2,1,1,1,1,1,2,21,13,3,14,3,11,22,32,2,2,1,"Elizabethtown College",200550,29540,1,-2,-2,42071,"Lancaster County",4216,-76.593224,40.149236,1,2,1,1,1,3,1,1,3,"R",2906,"R",1023,"R",1879,"R",2134,"R",734,"R",1398,"R",443,"R",178,"R",265,"R",442,"R",177,"R",265,"R",1,"R",1,"B",NA,"R",303,"R",69,"R",102,"R",23,"R",500,"R",610,"R",490,"R",550,"R",21,"R",28,"R",20,"R",27,"R",20,"R",27,"R",445,"R",165,"R",280,"R",2,"R",1,"R",1,"R",4,"Z",0,"R",4,"R",6,"R",1,"R",5,"R",17,"R",11,"R",6,"Z",0,"Z",0,"Z",0,"R",397,"R",138,"R",259,"R",5,"R",2,"R",3,"Z",0,"Z",0,"Z",0,"R",14,"R",12,"R",2
